Submission ID	Description	Project	Lab	Assay	Data Type	Experimental Factor	Treatment	Organism	Cell Line	Strain	Tissue	Stage/Treatment	Date Data Submitted	Release Date	Status	GFF Files	GEO/SRA IDs
2825	small RNA Illumina sequencing of N2 whole worms	Piano	Kim	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	mixed: L1 larva, L2 larva, L3 larva, L4 larva, adult, embryo, larva	2/2/10	2/14/10	released		GSM510088
2826	small RNA Illumina sequencing of N2 embryos	Piano	Kim	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	embryo: embryo	2/2/10	2/15/10	released		GSM510085
2827	small RNA 454 sequencing of eri-1(mg366)	Piano	Piano	RNA-seq	RNA profiling			Caenorhabditis elegans		GR1373	whole organism	larva: newly molted young adult hermaphrodite	2/2/10	2/14/10	released		GSM509929
2828	small RNA 454 sequencing of glp-4(bn2)	Piano	Piano	RNA-seq	RNA profiling			Caenorhabditis elegans		SS104	whole organism	larva: newly molted young adult hermaphrodite	2/2/10	2/14/10	released		GSM509930
2829	small RNA 454 sequencing of him-8 sperm	Piano	Piano	RNA-seq	RNA profiling			Caenorhabditis elegans		CB1489	spermatid	adult: adult male	2/2/10	2/14/10	released		GSM509932
2830	small RNA Illumina sequencing of fer-1 unfertilized oocytes	Piano	Kim	RNA-seq	RNA profiling			Caenorhabditis elegans		BA1	oocyte	adult: adult male	2/2/10	2/15/10	released		GSM510090
2831	small RNA 454 sequencing of N2 young adults	Piano	Piano	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	2/2/10	2/14/10	released		GSM509931
2832	small RNA 454 sequencing of fer-1 unfertilized oocytes	Piano	Piano	RNA-seq	RNA profiling			Caenorhabditis elegans		BA1	oocyte	adult: adult male	2/2/10	2/14/10	released		GSM509933
2833	Lai_Dcr-2_L811fsX_ovary_Ago1IP	Lai	Hannon	RNA-seq	RNA profiling	Target=Ago1;AbName=Ago1		Drosophila melanogaster		Dcr-2[L811fsX]	ovary	adult: adult stage	1/29/10	2/8/10	released		, GSE24316, GSM609236
2834	Lai_Ago2-414_ovary	Lai	Hannon	RNA-seq	RNA profiling			Drosophila melanogaster		Ago2[414]	ovary	adult: adult stage	1/29/10	2/8/10	released		, GSE24317, GSM609237
2835	RNAseq - Adult spe-9 23dC 8days post-L4 molt genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		BA671	whole organism	adult: adult	1/16/10	2/4/10	released	Adult_spe-9_23dC_8days_post-L4_molt.confirmed_polya.gff3, Adult_spe-9_23dC_8days_post-L4_molt.confirmed_splice_leaders.gff3, Adult_spe-9_23dC_8days_post-L4_molt.genelets.RNASEQ.ws170.gff3, Adult_spe-9_23dC_8days_post-L4_molt.wormbase_transcripts.ws170.gff3, Adult_spe-9_23dC_8days_post-L4_molt.confirmed_introns_all.gff3	SRX008136
2836	RNAseq - Young Adult 25dC 46hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	1/16/10	2/4/10	released	Young_Adult_25dC_46hrs_post-L1.confirmed_splice_leaders.gff3, Young_Adult_25dC_46hrs_post-L1.genelets.RNASEQ.ws170.gff3, Young_Adult_25dC_46hrs_post-L1.confirmed_introns_all.gff3, Young_Adult_25dC_46hrs_post-L1.confirmed_polya.gff3, Young_Adult_25dC_46hrs_post-L1.wormbase_transcripts.ws170.gff3	SRX001873
2837	RNAseq - dauer daf-2 25dC 91hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling	Version=2		Caenorhabditis elegans		CB1370	whole organism	larva: dauer larva	1/16/10	2/4/10	released	dauer_daf-2_25dC_91hrs_post-L1.genelets.RNASEQ.ws170.gff3, dauer_daf-2_25dC_91hrs_post-L1.wormbase_transcripts.ws170.gff3, dauer_daf-2_25dC_91hrs_post-L1.confirmed_introns_all.gff3, dauer_daf-2_25dC_91hrs_post-L1.confirmed_polya.gff3, dauer_daf-2_25dC_91hrs_post-L1.confirmed_splice_leaders.gff3	SRX008138
2838	RNAseq - dauer entry daf-2 25dC 48hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling	Version=2		Caenorhabditis elegans		CB1370	whole organism	larva: L2d-dauer molt	1/16/10	2/4/10	released	dauer_entry_daf-2_25dC_48hrs_post-L1.wormbase_transcripts.ws170.gff3, dauer_entry_daf-2_25dC_48hrs_post-L1.confirmed_introns_all.gff3, dauer_entry_daf-2_25dC_48hrs_post-L1.confirmed_polya.gff3, dauer_entry_daf-2_25dC_48hrs_post-L1.confirmed_splice_leaders.gff3, dauer_entry_daf-2_25dC_48hrs_post-L1.genelets.RNASEQ.ws170.gff3	SRX008139
2839	RNAseq - dauer exit daf-2 25dC 91hrs 15dC 12hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling	Version=2		Caenorhabditis elegans		CB1370	whole organism	larva: post dauer stage	1/16/10	2/5/10	released	dauer_exit_daf-2_25dC_91hrs_15dC_12hrs_post-L1.confirmed_polya.gff3, dauer_exit_daf-2_25dC_91hrs_15dC_12hrs_post-L1.confirmed_introns_all.gff3, dauer_exit_daf-2_25dC_91hrs_15dC_12hrs_post-L1.confirmed_splice_leaders.gff3, dauer_exit_daf-2_25dC_91hrs_15dC_12hrs_post-L1.wormbase_transcripts.ws170.gff3, dauer_exit_daf-2_25dC_91hrs_15dC_12hrs_post-L1.genelets.RNASEQ.ws170.gff3	SRX008140
2840	RNAseq - early embryo genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	1/16/10	2/18/10	released	early_embryo.wormbase_transcripts.ws170.gff3, early_embryo.confirmed_splice_leaders.gff3, early_embryo.genelets.RNASEQ.ws170.gff3, early_embryo.confirmed_introns_all.gff3, early_embryo.confirmed_polya.gff3	SRX004863, SRX004864
2841	RNAseq - embryo him-8 20dC post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		CB1489	whole organism	embryo: embryo	1/16/10	2/5/10	released	embryo_him-8_20dC_post-L1.confirmed_introns_all.gff3, embryo_him-8_20dC_post-L1.genelets.RNASEQ.ws170.gff3, embryo_him-8_20dC_post-L1.wormbase_transcripts.ws170.gff3, embryo_him-8_20dC_post-L1.confirmed_polya.gff3, embryo_him-8_20dC_post-L1.confirmed_splice_leaders.gff3	SRX011569
2842	RNAseq - late embryo 20dC 4.5hrs post-early embryo genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	embryo: elongating embryo, enclosing embryo, fully-elongated embryo, late cleavage stage embryo	1/16/10	2/9/10	released	late_embryo_20dC_4.5hrs_post-early_embryo.confirmed_polya.gff3, late_embryo_20dC_4.5hrs_post-early_embryo.genelets.RNASEQ.ws170.gff3, late_embryo_20dC_4.5hrs_post-early_embryo.confirmed_splice_leaders.gff3, late_embryo_20dC_4.5hrs_post-early_embryo.confirmed_introns_all.gff3, late_embryo_20dC_4.5hrs_post-early_embryo.wormbase_transcripts.ws170.gff3	SRX004865, SRX004866
2843	RNAseq - lin-35(n745) mid-L1 25dC 4.0hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling	Version=2		Caenorhabditis elegans		MT10430	whole organism	larva: L1 larva	1/16/10	2/5/10	released	lin-35(n745)_mid-L1_25dC_4.0hrs_post-L1.confirmed_polya.gff3, lin-35(n745)_mid-L1_25dC_4.0hrs_post-L1.genelets.RNASEQ.ws170.gff3, lin-35(n745)_mid-L1_25dC_4.0hrs_post-L1.confirmed_splice_leaders.gff3, lin-35(n745)_mid-L1_25dC_4.0hrs_post-L1.confirmed_introns_all.gff3, lin-35(n745)_mid-L1_25dC_4.0hrs_post-L1.wormbase_transcripts.ws170.gff3	SRX004869
2844	RNAseq - male mid-L4 dpy28(y1);him-8(e1489) 25dC 30hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		CB4689	whole organism	larva: L4 larva male	1/16/10	2/5/10	released	male_mid-L4_25dC_30hrs_post-L1.wormbase_transcripts.ws170.gff3, male_mid-L4_25dC_30hrs_post-L1.confirmed_splice_leaders.gff3, male_mid-L4_25dC_30hrs_post-L1.confirmed_introns_all.gff3, male_mid-L4_25dC_30hrs_post-L1.confirmed_polya.gff3, male_mid-L4_25dC_30hrs_post-L1.genelets.RNASEQ.ws170.gff3	SRX004868
2845	RNAseq - mid-L1 20dC 4hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: L1 larva	1/16/10	2/11/10	released	mid-L1_20dC_4hrs_post-L1.confirmed_splice_leaders.gff3, mid-L1_20dC_4hrs_post-L1.wormbase_transcripts.ws170.gff3, mid-L1_20dC_4hrs_post-L1.confirmed_polya.gff3, mid-L1_20dC_4hrs_post-L1.genelets.RNASEQ.ws170.gff3, mid-L1_20dC_4hrs_post-L1.confirmed_introns_all.gff3	SRX004867
2846	RNAseq - mid-L2 25dC 14hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: L2 larva	1/16/10	2/11/10	released	mid-L2_25dC_14hrs_post-L1.wormbase_transcripts.ws170.gff3, mid-L2_25dC_14hrs_post-L1.confirmed_introns_all.gff3, mid-L2_25dC_14hrs_post-L1.confirmed_polya.gff3, mid-L2_25dC_14hrs_post-L1.confirmed_splice_leaders.gff3, mid-L2_25dC_14hrs_post-L1.genelets.RNASEQ.ws170.gff3	SRX001872
2847	RNAseq - mid-L3 25dC 25hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: L3 larva	1/16/10	2/5/10	released	mid-L3_25dC_25hrs_post-L1.confirmed_introns_all.gff3, mid-L3_25dC_25hrs_post-L1.confirmed_splice_leaders.gff3, mid-L3_25dC_25hrs_post-L1.wormbase_transcripts.ws170.gff3, mid-L3_25dC_25hrs_post-L1.genelets.RNASEQ.ws170.gff3, mid-L3_25dC_25hrs_post-L1.confirmed_polya.gff3	SRX001875
2848	RNAseq - mid-L4 25dC 36hrs post-L1 genelets revised	Waterston	Waterston	RNA-seq	RNA profiling			Caenorhabditis elegans		N2	whole organism	larva: L4 larva	1/16/10	2/12/10	released	mid-L4_25dC_36hrs_post-L1.confirmed_introns_all.gff3, mid-L4_25dC_36hrs_post-L1.confirmed_polya.gff3, mid-L4_25dC_36hrs_post-L1.confirmed_splice_leaders.gff3, mid-L4_25dC_36hrs_post-L1.genelets.RNASEQ.ws170.gff3, mid-L4_25dC_36hrs_post-L1.wormbase_transcripts.ws170.gff3	SRX001874
2850	Adult spe-9 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2851	Young Adult N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2852	dauer daf-2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2853	dauer entry daf-2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2854	dauer exit daf-2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2855	early embryo N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2856	embryo him-8 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2857	late embryo N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2858	L1 lin-35(n745) integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, and wormbase splice junctions	Waterston	Waterston										2/16/10		released		
2859	L4 male integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2860	L1 N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2861	L2 N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2862	L3 N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2863	L4 N2 integrated transcripts from RNA-seq, mRNA/EST, RTPCR, mass-spec, polyA sites, and SLs	Waterston	Waterston										2/16/10		released		
2866	100222 Dev Timecourse Adult Female Eclosure+1d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023595, SRR023662, SRR023680, SRR023702, SRR023737, SRR023828, SRR024220, SRR035393
2867	100222 Dev Timecourse Adult Female Eclosure+30d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023548, SRR023598, SRR023674, SRR023681, SRR023712, SRR023757, SRR029232, SRR029236
2868	100222 Dev Timecourse Adult Female Eclosure+5d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023547, SRR023607, SRR023645, SRR023651, SRR023717, SRR023730, SRR029230, SRR029234
2869	100222 Dev Timecourse Adult Male Eclosure+1d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023543, SRR023648, SRR023664, SRR023678, SRR023741, SRR023825, SRR035394
2870	100222 Dev Timecourse Adult Male Eclosure+30d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023601, SRR023650, SRR023698, SRR023714, SRR023752, SRR023823, SRR024218, SRR035395
2871	100222 Dev Timecourse Adult Male Eclosure+5d RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	adult: adult stage	2/22/10	6/28/10	released		SRR023550, SRR023605, SRR023606, SRR023642, SRR023658, SRR023672, SRR023679, SRR023713, SRR029176, SRR029231, SRR029233, SRR029235
2872	100222 Dev Timecourse Larvae L1 RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: first instar larval stage, larval stage	2/22/10	6/28/10	released		SRR023597, SRR023646, SRR023661, SRR023666, SRR023706, SRR023835, SRR035410
2873	100222 Dev Timecourse Larvae L2 RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: larval stage, second instar larval stage	2/22/10	6/28/10	released		SRR023542, SRR023670, SRR023719, SRR023761, SRR023824, SRR024016, SRR035223, SRR035411, SRR035412
2874	100222 Dev Timecourse Larvae L3 + 12hr RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: larval stage, third instar larval stage	2/22/10	6/28/10	released		SRR023507, SRR023649, SRR023677, SRR023731, SRR023760, SRR027111
2875	100222 Dev Timecourse Larvae L3 PS1-2 RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: larval stage, third instar larval stage	2/22/10	6/28/10	released		SRR023546, SRR023608, SRR023638, SRR023640, SRR023697, SRR023726, SRR023758, SRR035413
2876	100222 Dev Timecourse Larvae L3 PS3-6 RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: larval stage	2/22/10	6/28/10	released		SRR023505, SRR023676, SRR023683, SRR023690, SRR023692, SRR023742, SRR027108
2877	100222 Dev Timecourse Larvae L3 PS7-9 RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: larval stage	2/22/10	6/28/10	released		SRR023729, SRR023739, SRR023782, SRR023865, SRR026433, SRR035219, SRR035392
2878	100222 Dev Timecourse White Pre-pupae RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: prepupal stage, prepupal stage P1	2/22/10	6/28/10	released		SRR023687, SRR023695, SRR023704, SRR023784, SRR023837, SRR026432, SRR035217
2879	100222 Dev Timecourse White Pre-pupae + 12hr RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	larva: prepupal stage, prepupal stage P4, prepupal stage P4(i), prepupal stage P4(ii)	2/22/10	6/28/10	released		SRR023544, SRR023639, SRR023647, SRR023689, SRR023716, SRR023833, SRR035414
2880	100222 Dev Timecourse White Pre-pupae + 24hr RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pupal stage, pupal stage P6	2/22/10	6/28/10	released		SRR023541, SRR023656, SRR023708, SRR023756, SRR023830, SRR035415
2881	100222 Dev Timecourse White Pre-pupae + 2days RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pharate adult stage, pharate adult stage P8	2/22/10	6/28/10	released		SRR023667, SRR023721, SRR023743, SRR023785, SRR023829, SRR026431
2882	100222 Dev Timecourse White Pre-pupae + 3days RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pharate adult stage, pharate adult stage P9	2/22/10	6/28/10	released		SRR023738, SRR023744, SRR023748, SRR023783, SRR024216, SRR026430, SRR035218, SRR035391
2883	100222 Dev Timecourse White Pre-pupae + 4days RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	pupae: pharate adult stage, pharate adult stage P15, pharate adult stage P15(i)	2/22/10	6/28/10	released		SRR023609, SRR023653, SRR023723, SRR023735, SRR023740, SRR023827, SRR035416
2884	100222 Dev Timecourse Embryo 0-2h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage, pre-blastoderm stage, embryonic stage 1-2	2/22/10	6/30/10	released		SRR023199, SRR023659, SRR023663, SRR023671, SRR023747, SRR023755, SRR024013, SRR027110, SRR035417, SRR035418
2885	100222 Dev Timecourse Embryo 2-4h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: early extended germ band stage, embryonic stage, embryonic stage 5-9	2/22/10	6/28/10	released		SRR023502, SRR023660, SRR023705, SRR023722, SRR023745, SRR027112
2886	100222 Dev Timecourse Embryo 4-6h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: early extended germ band stage, extended germ band stage, late extended germ band stage, embryonic stage 9-11	2/22/10	6/28/10	released		SRR023539, SRR023669, SRR023696, SRR023746, SRR023836, SRR024014, SRR035220, SRR035405, SRR035406
2887	100222 Dev Timecourse Embryo 6-8h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: extended germ band stage, late extended germ band stage, embryonic stage 11-12	2/22/10	6/28/10	released		SRR023504, SRR023654, SRR023668, SRR023688, SRR023691, SRR023732, SRR024009, SRR024217, SRR027113, SRR035407, SRR035408
2888	100222 Dev Timecourse Embryo 8-10h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: late extended germ band stage, embryonic stage 12-13	2/22/10	6/28/10	released		SRR023549, SRR023596, SRR023603, SRR023657, SRR023701, SRR023749, SRR023750, SRR023754, SRR023759, SRR024219, SRR035409
2889	100222 Dev Timecourse Embryo 10-12h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: embryonic stage 13-15	2/22/10	6/28/10	released		SRR023604, SRR023644, SRR023694, SRR023727, SRR023831, SRR024010, SRR024221, SRR035396, SRR035397
2890	100222 Dev Timecourse Embryo 12-14h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: dorsal closure stage, embryonic stage, fertilized egg stage, late embryonic stage, unfertilized egg stage, embryonic stage 15-16	2/22/10	6/28/10	released		SRR023602, SRR023643, SRR023703, SRR023724, SRR023832, SRR024012, SRR035221, SRR035398, SRR035399
2891	100222 Dev Timecourse Embryo 14-16h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: egg stage, embryonic stage, fertilized egg stage, late embryonic stage, unfertilized egg stage, embryonic stage 16	2/22/10	6/28/10	released		SRR023540, SRR023641, SRR023725, SRR023734, SRR023736, SRR023822, SRR024011, SRR035400, SRR035401
2892	100222 Dev Timecourse Embryo 16-18h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: egg stage, embryonic stage, fertilized egg stage, late embryonic stage, unfertilized egg stage, embryonic stage 17	2/22/10	6/28/10	released		SRR023600, SRR023707, SRR023715, SRR023720, SRR023751, SRR023826, SRR035402
2893	100222 Dev Timecourse Embryo 18-20h RNA-Seq multimapped reads	Celniker	Celniker	RNA-seq	RNA profiling			Drosophila melanogaster		y; cn bw sp	whole organism	embryo: egg stage, embryonic stage, late embryonic stage, embryonic stage 17	2/22/10	6/28/10	released		SRR023503, SRR023599, SRR023673, SRR023682, SRR023686, SRR023699, SRR023700, SRR024215, SRR027114, SRR035222, SRR035403
